enrollee_id,city,relevent_experience,education_level,major_discipline,experience,company_size,last_new_job,training_hours,target
20533,city_21,Has relevent experience,Graduate,STEM,3,50-99,1,65,0
26444,city_149,Has relevent experience,Masters,STEM,3,10-49,>4,56,1
6617,city_21,Has relevent experience,Masters,STEM,2,50-99,1,8,1
1664,city_21,No relevent experience,Masters,STEM,5,,2,141,1
13312,city_103,Has relevent experience,Graduate,Other,>20,,1,9,1
5051,city_102,Has relevent experience,Graduate,STEM,7,,1,18,1
27122,city_102,Has relevent experience,Graduate,STEM,9,50-99,1,128,0
13663,city_136,No relevent experience,Graduate,Business Degree,17,,>4,51,0
30803,city_21,No relevent experience,Graduate,STEM,3,,never,18,1
29610,city_21,No relevent experience,Graduate,STEM,4,,1,45,1
24856,city_160,Has relevent experience,Graduate,STEM,14,1000-4999,>4,39,0
27478,city_103,No relevent experience,Graduate,No Major,19,,1,64,1
24844,city_21,No relevent experience,Masters,STEM,6,,never,15,1
13444,city_114,No relevent experience,Graduate,STEM,11,50-99,1,139,0
20446,city_21,Has relevent experience,Graduate,STEM,4,50-99,1,244,1
4296,city_71,Has relevent experience,Phd,STEM,>20,10-49,>4,58,0
23167,city_16,No relevent experience,High School,,3,,1,147,0
33297,city_126,Has relevent experience,,,>20,<10,>4,19,1
32407,city_103,Has relevent experience,Graduate,STEM,15,10000+,>4,242,0
32501,city_21,No relevent experience,Masters,STEM,9,,1,11,0
18350,city_21,Has relevent experience,Graduate,STEM,,50-99,1,20,1
26286,city_103,Has relevent experience,Graduate,STEM,2,50-99,1,124,0
2526,city_57,Has relevent experience,Masters,STEM,7,1000-4999,1,72,0
26269,city_103,Has relevent experience,Graduate,STEM,>20,<10,>4,47,0
8862,city_89,Has relevent experience,Graduate,STEM,10,1000-4999,>4,162,1
19713,city_114,Has relevent experience,Graduate,STEM,>20,500-999,>4,59,0
4104,city_41,Has relevent experience,Phd,STEM,>20,50-99,>4,96,0
30230,city_160,Has relevent experience,Masters,STEM,>20,100-500,1,258,1
14437,city_152,No relevent experience,Graduate,STEM,4,,,17,1
396,city_103,Has relevent experience,Graduate,STEM,16,10-49,4,12,0
21730,city_114,Has relevent experience,High School,,9,5000-9999,,64,0
9720,city_103,Has relevent experience,Graduate,STEM,15,10000+,4,96,0
26319,city_73,Has relevent experience,Masters,STEM,10,1000-4999,1,47,0
11921,city_103,Has relevent experience,Masters,STEM,15,1000-4999,1,36,0
12918,city_114,No relevent experience,Graduate,STEM,8,5000-9999,4,31,0
13234,city_19,Has relevent experience,Graduate,STEM,12,50-99,>4,25,1
20788,city_136,Has relevent experience,Masters,STEM,7,10000+,2,24,1
19380,city_103,Has relevent experience,Graduate,STEM,>20,500-999,3,44,1
5852,city_20,No relevent experience,Graduate,Humanities,7,100-500,1,114,0
26206,city_160,No relevent experience,Graduate,Arts,12,100-500,1,70,0
8417,city_136,No relevent experience,High School,,8,,,18,0
4780,city_138,No relevent experience,Primary School,,<1,,never,8,0
12186,city_159,No relevent experience,Graduate,STEM,14,10-49,4,122,0
29233,city_103,No relevent experience,Graduate,STEM,5,50-99,3,5,0
18321,city_75,Has relevent experience,Graduate,STEM,9,10-49,1,18,0
25771,city_114,No relevent experience,Masters,Other,8,10000+,4,134,0
6514,city_103,Has relevent experience,Graduate,STEM,13,100-500,1,19,0
7763,city_21,Has relevent experience,Graduate,STEM,3,,,56,1
901,city_71,Has relevent experience,Graduate,STEM,4,1000-4999,4,11,0
10267,city_103,No relevent experience,Masters,STEM,>20,,never,72,0
2474,city_23,Has relevent experience,Graduate,STEM,>20,10000+,2,81,0
10054,city_114,Has relevent experience,Masters,STEM,13,500-999,4,52,0
16767,city_69,Has relevent experience,Graduate,STEM,14,50-99,1,124,0
17256,city_64,Has relevent experience,High School,,6,10-49,1,19,0
20557,city_21,Has relevent experience,Graduate,STEM,7,50-99,1,29,1
18784,city_16,No relevent experience,Masters,STEM,11,5000-9999,>4,90,0
21160,city_13,No relevent experience,Graduate,STEM,5,,1,77,1
24527,city_90,Has relevent experience,Graduate,STEM,9,,1,130,0
16927,city_103,Has relevent experience,Graduate,Other,17,,1,24,1
19549,city_16,Has relevent experience,Graduate,STEM,10,<10,3,56,1
15987,city_159,Has relevent experience,Masters,STEM,12,50-99,1,4,0
30597,city_9,Has relevent experience,Primary School,,3,<10,1,4,0
17580,city_44,Has relevent experience,Graduate,STEM,8,,1,61,0
2206,city_136,Has relevent experience,Phd,STEM,11,100-500,2,200,0
10901,city_103,Has relevent experience,Graduate,STEM,9,50-99,4,162,0
6286,city_116,Has relevent experience,Masters,STEM,2,<10,1,58,0
33168,city_21,Has relevent experience,Masters,STEM,<1,<10,1,29,1
28497,city_21,Has relevent experience,Graduate,STEM,10,50-99,1,46,1
931,city_105,Has relevent experience,Graduate,STEM,5,100-500,1,6,0
5579,city_89,No relevent experience,High School,,11,,never,35,0
22350,city_102,Has relevent experience,Graduate,STEM,6,5000-9999,1,210,0
25365,city_21,Has relevent experience,Graduate,STEM,14,,>4,64,0
27270,city_46,Has relevent experience,Masters,STEM,6,,never,21,0
30250,city_114,Has relevent experience,Graduate,STEM,13,10-49,3,154,0
6004,city_71,Has relevent experience,Graduate,STEM,>20,100-500,1,10,1
9675,city_114,Has relevent experience,Masters,Business Degree,>20,100-500,1,154,0
11141,city_103,Has relevent experience,Graduate,STEM,10,50-99,1,49,0
12143,city_104,No relevent experience,Masters,STEM,>20,500-999,2,24,0
33190,city_114,Has relevent experience,Graduate,STEM,9,10-49,3,10,0
2129,city_28,Has relevent experience,Graduate,STEM,4,50-99,,105,0
4673,city_10,Has relevent experience,Masters,STEM,14,50-99,3,18,0
2728,city_90,Has relevent experience,Graduate,STEM,5,100-500,1,29,0
18736,city_90,Has relevent experience,Masters,STEM,10,50-99,1,37,0
19772,city_21,Has relevent experience,Graduate,STEM,1,50-99,,21,1
29911,city_114,No relevent experience,,,7,,never,106,0
18353,city_162,Has relevent experience,Graduate,STEM,1,100-500,1,37,0
26857,city_97,Has relevent experience,Graduate,STEM,4,50-99,1,46,0
11590,city_136,No relevent experience,Graduate,Arts,2,1000-4999,2,40,0
8262,city_114,No relevent experience,Graduate,STEM,8,,1,146,1
14668,city_134,No relevent experience,Graduate,STEM,2,,never,48,0
17104,city_103,Has relevent experience,Phd,STEM,>20,1000-4999,3,84,0
764,city_16,Has relevent experience,Graduate,STEM,>20,10000+,>4,56,0
32234,city_103,No relevent experience,Primary School,,2,,2,36,1
7149,city_136,Has relevent experience,Graduate,STEM,>20,50-99,>4,61,0
6119,city_103,Has relevent experience,Graduate,STEM,>20,50-99,>4,35,0
17974,city_24,Has relevent experience,Masters,STEM,11,50-99,1,15,0
29411,city_103,Has relevent experience,Masters,STEM,>20,1000-4999,1,36,0
17089,city_136,No relevent experience,Graduate,STEM,6,,never,320,0
4096,city_73,Has relevent experience,Graduate,STEM,>20,50-99,3,124,0
29066,city_158,No relevent experience,Graduate,STEM,1,,never,19,1
15456,city_136,Has relevent experience,Graduate,Humanities,2,<10,1,75,0
16139,city_114,Has relevent experience,Graduate,Arts,5,10-49,4,11,0
18243,city_67,Has relevent experience,Graduate,STEM,15,,1,78,0
3935,city_162,No relevent experience,High School,,8,,never,65,0
18954,city_150,No relevent experience,Graduate,STEM,1,500-999,1,165,0
20256,city_65,No relevent experience,Masters,Business Degree,3,1000-4999,1,34,0
30850,city_16,Has relevent experience,Graduate,STEM,6,500-999,1,65,0
19893,city_106,Has relevent experience,Masters,STEM,6,,1,98,1
27518,city_103,Has relevent experience,Graduate,STEM,18,100-500,1,6,0
26297,city_21,Has relevent experience,Graduate,STEM,9,<10,2,54,1
1160,city_103,Has relevent experience,Graduate,No Major,18,10000+,>4,45,0
27014,city_16,No relevent experience,High School,,4,,never,57,0
8824,city_103,Has relevent experience,Graduate,STEM,18,100-500,1,13,1
29439,city_103,Has relevent experience,Graduate,Other,12,500-999,1,121,0
5068,city_67,Has relevent experience,Masters,STEM,15,100-500,1,55,0
30554,city_103,Has relevent experience,Graduate,STEM,4,10000+,1,118,0
12255,city_75,Has relevent experience,Graduate,STEM,20,1000-4999,>4,40,0
14554,city_21,Has relevent experience,Masters,STEM,3,50-99,1,100,1
24931,city_10,Has relevent experience,Masters,STEM,14,100-500,1,83,0
23149,city_114,Has relevent experience,Graduate,STEM,>20,100-500,>4,19,0
23158,city_103,Has relevent experience,Graduate,Arts,14,10000+,2,94,0
8156,city_21,No relevent experience,Graduate,STEM,3,,never,8,0
22015,city_160,Has relevent experience,Graduate,STEM,>20,,>4,36,0
16237,city_103,No relevent experience,Masters,STEM,10,,1,138,1
23067,city_103,Has relevent experience,Graduate,STEM,11,1000-4999,2,41,0
16502,city_21,No relevent experience,Graduate,STEM,6,,never,36,0
31714,city_21,Has relevent experience,Graduate,STEM,3,,1,51,0
7260,city_37,No relevent experience,Graduate,STEM,5,,,113,0
15333,city_115,Has relevent experience,Graduate,STEM,8,50-99,1,10,0
2289,city_102,Has relevent experience,Masters,STEM,14,50-99,1,28,0
19025,city_103,No relevent experience,Phd,STEM,7,10000+,>4,6,1
22223,city_103,Has relevent experience,Graduate,STEM,10,1000-4999,>4,12,0
4860,city_57,Has relevent experience,Phd,STEM,20,10000+,>4,61,0
7556,city_40,No relevent experience,Graduate,STEM,5,,1,330,0
11501,city_21,Has relevent experience,Graduate,STEM,4,10000+,2,29,1
23920,city_103,No relevent experience,High School,,<1,,,46,0
17844,city_21,Has relevent experience,Graduate,STEM,6,1000-4999,3,97,0
1448,city_175,Has relevent experience,Graduate,STEM,17,,>4,13,1
7302,city_114,Has relevent experience,Graduate,STEM,5,100-500,3,15,0
6659,city_152,Has relevent experience,Graduate,Humanities,3,1000-4999,2,24,0
33278,city_21,Has relevent experience,Graduate,STEM,6,<10,never,236,0
26167,city_21,Has relevent experience,Masters,STEM,6,10-49,1,83,0
17057,city_103,Has relevent experience,Graduate,STEM,6,500-999,2,4,0
12195,city_173,No relevent experience,Graduate,STEM,5,10000+,1,77,0
380,city_103,Has relevent experience,Graduate,STEM,20,5000-9999,1,110,0
30615,city_14,No relevent experience,High School,,7,,never,6,0
10920,city_160,Has relevent experience,Graduate,STEM,6,50-99,1,106,0
21542,city_136,Has relevent experience,Masters,STEM,3,100-500,1,59,0
13298,city_114,Has relevent experience,Phd,STEM,>20,100-500,2,140,0
22627,city_16,Has relevent experience,High School,,1,10-49,1,140,0
9185,city_83,Has relevent experience,High School,,4,,2,42,0
1149,city_46,No relevent experience,Graduate,STEM,4,1000-4999,2,83,0
9349,city_136,Has relevent experience,Phd,STEM,14,50-99,3,8,0
2267,city_10,Has relevent experience,High School,,13,50-99,2,172,0
10490,city_21,Has relevent experience,Graduate,STEM,>20,10000+,>4,26,1
14475,city_114,Has relevent experience,,,>20,1000-4999,never,123,0
30465,city_21,No relevent experience,Graduate,STEM,9,,3,174,0
29532,city_21,Has relevent experience,Graduate,STEM,7,50-99,4,33,0
31327,city_65,Has relevent experience,Graduate,STEM,18,,1,130,0
13522,city_21,Has relevent experience,Graduate,STEM,>20,,>4,78,1
10531,city_71,Has relevent experience,Graduate,STEM,17,10000+,1,184,0
13013,city_16,Has relevent experience,Graduate,STEM,10,100-500,4,65,0
27849,city_71,Has relevent experience,Graduate,STEM,6,500-999,1,134,1
21743,city_100,Has relevent experience,High School,,<1,500-999,4,45,0
17530,city_114,Has relevent experience,Masters,STEM,16,500-999,3,72,0
5959,city_21,Has relevent experience,Masters,STEM,6,100-500,,172,1
16402,city_100,Has relevent experience,Masters,STEM,>20,,>4,112,0
16615,city_162,Has relevent experience,Graduate,,16,,,43,0
31134,city_16,No relevent experience,Graduate,STEM,>20,50-99,>4,278,0
27600,city_57,No relevent experience,High School,,16,,never,130,0
13594,city_21,Has relevent experience,Graduate,STEM,4,50-99,2,112,1
10383,city_103,Has relevent experience,Graduate,STEM,14,1000-4999,>4,66,0
30363,city_160,Has relevent experience,Graduate,STEM,>20,500-999,>4,94,0
12004,city_45,No relevent experience,Graduate,STEM,8,100-500,2,108,0
8094,city_21,No relevent experience,High School,,<1,,never,214,1
5215,city_115,Has relevent experience,Graduate,STEM,14,10000+,1,130,0
10405,city_103,Has relevent experience,Masters,STEM,>20,10000+,4,35,0
25798,city_103,Has relevent experience,Graduate,STEM,13,10000+,3,12,0
19855,city_64,Has relevent experience,,,5,50-99,2,116,0
20316,city_149,Has relevent experience,Masters,STEM,10,5000-9999,1,9,0
8282,city_142,Has relevent experience,Masters,STEM,8,100-500,>4,11,0
14430,city_21,Has relevent experience,High School,,3,10-49,,118,1
19993,city_73,No relevent experience,High School,,6,100-500,never,100,0
10236,city_114,No relevent experience,Masters,STEM,>20,10000+,>4,5,0
23720,city_65,Has relevent experience,Graduate,STEM,17,1000-4999,2,90,0
30818,city_114,No relevent experience,High School,,9,,never,122,0
30163,city_103,Has relevent experience,Graduate,STEM,>20,,>4,25,0
10094,city_103,Has relevent experience,Graduate,STEM,10,1000-4999,>4,24,0
20008,city_103,Has relevent experience,Graduate,STEM,18,100-500,>4,146,0
9604,city_21,No relevent experience,,,1,,never,10,1
32500,city_21,Has relevent experience,Masters,STEM,18,5000-9999,4,80,1
21879,city_28,No relevent experience,Graduate,STEM,3,5000-9999,2,72,0
5869,city_64,Has relevent experience,Graduate,STEM,10,50-99,4,54,0
28110,city_103,Has relevent experience,Graduate,STEM,>20,10000+,>4,57,0
25514,city_103,Has relevent experience,Graduate,Humanities,11,10-49,1,75,0
3008,city_103,Has relevent experience,Graduate,STEM,10,,1,16,1
21289,city_21,Has relevent experience,Graduate,No Major,5,10-49,3,6,1
8069,city_45,Has relevent experience,High School,,14,50-99,2,39,0
11538,city_103,No relevent experience,Primary School,,<1,,never,29,1
21472,city_21,Has relevent experience,,,4,,1,48,1
26001,city_7,Has relevent experience,Graduate,STEM,4,500-999,1,18,0
1844,city_76,Has relevent experience,Graduate,STEM,6,50-99,1,100,0
29775,city_103,Has relevent experience,Masters,STEM,3,500-999,1,50,0
9951,city_103,Has relevent experience,Graduate,STEM,16,1000-4999,1,152,0
5336,city_73,Has relevent experience,High School,,5,10-49,2,57,0
14514,city_21,No relevent experience,High School,,8,,never,111,0
26983,city_103,Has relevent experience,Graduate,STEM,6,10000+,1,78,1
4833,city_67,No relevent experience,High School,,9,,1,19,0
24731,city_103,Has relevent experience,Graduate,Arts,9,100-500,2,75,0
21114,city_103,No relevent experience,Graduate,STEM,1,,never,99,1
4406,city_103,Has relevent experience,Graduate,STEM,>20,100-500,4,51,1
19539,city_28,Has relevent experience,Phd,STEM,>20,500-999,>4,9,0
6535,city_21,Has relevent experience,Graduate,STEM,5,500-999,1,100,1
29993,city_75,Has relevent experience,Graduate,STEM,>20,,1,56,1
11665,city_75,Has relevent experience,Graduate,STEM,>20,,>4,25,0
32410,city_21,Has relevent experience,Graduate,STEM,3,50-99,1,86,0
6634,city_21,Has relevent experience,Graduate,STEM,3,100-500,1,78,0
21068,city_1,Has relevent experience,,,19,10-49,>4,30,0
5975,city_11,Has relevent experience,Graduate,STEM,3,50-99,1,7,1
18211,city_73,No relevent experience,Graduate,STEM,8,,3,69,1
9336,city_165,No relevent experience,High School,,2,50-99,1,18,0
989,city_103,Has relevent experience,Graduate,STEM,14,,>4,25,1
30931,city_21,No relevent experience,Graduate,STEM,8,100-500,2,192,1
21561,city_21,Has relevent experience,Masters,STEM,13,50-99,1,24,1
23580,city_103,No relevent experience,Graduate,STEM,4,,2,92,1
31411,city_23,Has relevent experience,,,9,,1,42,0
18783,city_103,Has relevent experience,Graduate,STEM,>20,,>4,102,1
30364,city_21,No relevent experience,,,1,,1,62,1
8984,city_103,Has relevent experience,Graduate,STEM,3,10000+,1,25,0
169,city_98,Has relevent experience,Masters,STEM,>20,1000-4999,,62,0
17768,city_144,Has relevent experience,Graduate,STEM,3,50-99,1,41,1
29839,city_103,Has relevent experience,Graduate,Humanities,<1,,1,42,1
29020,city_21,Has relevent experience,Graduate,STEM,7,100-500,1,72,1
26326,city_103,Has relevent experience,Graduate,STEM,15,10000+,>4,65,1
25080,city_16,Has relevent experience,Graduate,STEM,>20,500-999,4,320,0
12125,city_10,Has relevent experience,Graduate,STEM,12,50-99,3,22,0
16446,city_64,Has relevent experience,Graduate,STEM,10,50-99,1,38,0
21906,city_160,Has relevent experience,Graduate,STEM,>20,50-99,3,7,1
14423,city_103,No relevent experience,Graduate,STEM,3,50-99,1,70,1
25667,city_16,Has relevent experience,Graduate,STEM,>20,1000-4999,>4,28,0
27510,city_103,Has relevent experience,Graduate,STEM,5,,1,25,0
596,city_103,Has relevent experience,Graduate,STEM,4,100-500,1,60,0
31194,city_33,No relevent experience,High School,,5,,never,86,1
8847,city_103,Has relevent experience,Graduate,STEM,13,50-99,3,66,0
7660,city_103,Has relevent experience,Graduate,STEM,>20,1000-4999,2,27,0
23048,city_70,No relevent experience,Graduate,STEM,2,,1,22,1
10983,city_16,Has relevent experience,,,5,5000-9999,4,214,0
5690,city_67,Has relevent experience,Graduate,STEM,11,,4,109,1
9192,city_21,Has relevent experience,Masters,STEM,3,10000+,1,94,1
7690,city_21,Has relevent experience,Masters,STEM,8,5000-9999,>4,36,1
3992,city_160,Has relevent experience,Graduate,STEM,4,50-99,1,204,0
6391,city_160,Has relevent experience,Graduate,STEM,>20,<10,2,15,0
4442,city_103,No relevent experience,Phd,STEM,>20,,>4,210,0
17095,city_21,Has relevent experience,Graduate,STEM,10,50-99,3,21,0
19589,city_73,Has relevent experience,Graduate,STEM,12,100-500,1,222,0
6190,city_103,Has relevent experience,Graduate,STEM,>20,1000-4999,>4,16,0
7868,city_90,No relevent experience,Graduate,STEM,2,,1,48,0
436,city_11,No relevent experience,Graduate,STEM,4,,,4,0
2982,city_114,Has relevent experience,Masters,STEM,18,100-500,1,61,0
4378,city_103,Has relevent experience,Graduate,STEM,>20,500-999,3,113,0
7403,city_75,Has relevent experience,Graduate,STEM,19,,1,31,0
27940,city_75,Has relevent experience,Graduate,STEM,>20,50-99,2,148,0
118,city_10,Has relevent experience,Masters,STEM,>20,,1,111,0
27057,city_99,Has relevent experience,Graduate,STEM,9,100-500,>4,112,0
568,city_160,Has relevent experience,Graduate,STEM,9,,3,55,0
27729,city_103,Has relevent experience,Graduate,STEM,10,5000-9999,1,172,0
30482,city_21,Has relevent experience,Graduate,STEM,7,,1,32,0
31207,city_16,No relevent experience,High School,,<1,10000+,3,39,0
2088,city_89,No relevent experience,Graduate,STEM,9,,never,34,0
26044,city_99,Has relevent experience,High School,,10,10000+,1,89,0
9802,city_84,No relevent experience,High School,,5,,1,4,0
23023,city_103,Has relevent experience,Graduate,STEM,10,100-500,>4,20,0
23625,city_103,No relevent experience,High School,,3,,never,2,0
6176,city_83,Has relevent experience,Graduate,STEM,8,50-99,never,326,0
25624,city_97,Has relevent experience,Graduate,STEM,>20,<10,>4,161,0
15780,city_59,No relevent experience,Graduate,STEM,5,,1,46,1
13943,city_16,No relevent experience,Masters,Humanities,7,100-500,1,14,0
2865,city_16,Has relevent experience,Masters,STEM,16,10-49,1,144,0
11805,city_104,No relevent experience,Masters,Arts,5,50-99,2,116,0
9815,city_103,Has relevent experience,Graduate,STEM,19,100-500,4,14,1
3533,city_114,No relevent experience,High School,,7,<10,1,46,0
20305,city_103,No relevent experience,High School,,3,,never,29,0
21497,city_21,Has relevent experience,Graduate,STEM,6,500-999,never,11,1
27628,city_75,No relevent experience,High School,,3,,2,57,0
28744,city_160,Has relevent experience,Graduate,STEM,6,10-49,1,102,0
9086,city_21,Has relevent experience,Graduate,STEM,6,50-99,1,43,0
14382,city_160,No relevent experience,Graduate,STEM,6,10000+,>4,25,0
5671,city_21,Has relevent experience,Graduate,STEM,2,10-49,2,38,0
32972,city_103,Has relevent experience,Graduate,STEM,4,10000+,1,180,0
28875,city_160,No relevent experience,Graduate,STEM,2,,1,13,1
26666,city_16,No relevent experience,Graduate,STEM,6,10000+,>4,24,0
4888,city_67,Has relevent experience,Graduate,Other,3,100-500,1,42,0
7896,city_67,Has relevent experience,High School,,2,100-500,1,24,0
3308,city_104,Has relevent experience,Masters,STEM,2,50-99,1,60,0
15037,city_83,Has relevent experience,Graduate,STEM,15,,1,226,0
18680,city_67,Has relevent experience,Masters,STEM,19,10-49,>4,66,0
15290,city_103,No relevent experience,Graduate,STEM,7,,1,5,1
28828,city_136,Has relevent experience,Masters,STEM,11,<10,3,56,0
27223,city_21,Has relevent experience,Graduate,STEM,3,50-99,2,17,0
26125,city_160,Has relevent experience,Graduate,STEM,13,100-500,1,66,0
21313,city_102,Has relevent experience,Graduate,STEM,5,1000-4999,1,31,0
19050,city_103,No relevent experience,Phd,STEM,3,1000-4999,2,14,0
13005,city_103,Has relevent experience,Graduate,STEM,9,1000-4999,4,28,0
21760,city_36,Has relevent experience,Graduate,STEM,6,<10,1,19,0
23827,city_21,Has relevent experience,Graduate,STEM,8,,3,222,1
16248,city_103,Has relevent experience,Primary School,,8,50-99,never,66,0
15759,city_16,Has relevent experience,Graduate,Arts,12,100-500,1,6,0
16794,city_114,Has relevent experience,Graduate,STEM,12,100-500,1,46,0
24747,city_103,Has relevent experience,Graduate,STEM,15,100-500,>4,62,0
2755,city_114,No relevent experience,Graduate,STEM,>20,10-49,>4,6,0
3993,city_45,Has relevent experience,Graduate,STEM,>20,100-500,>4,80,0
4419,city_65,Has relevent experience,Graduate,STEM,11,,1,48,1
12608,city_114,No relevent experience,Graduate,STEM,5,100-500,2,28,0
11732,city_28,Has relevent experience,Phd,STEM,11,<10,1,133,0
10510,city_103,Has relevent experience,Graduate,Humanities,11,500-999,1,78,0
28014,city_118,Has relevent experience,High School,,1,5000-9999,1,48,0
7989,city_21,Has relevent experience,Graduate,STEM,3,50-99,1,7,1
16117,city_103,No relevent experience,Masters,STEM,7,<10,1,80,0
20717,city_131,Has relevent experience,Graduate,STEM,4,100-500,2,45,0
16739,city_16,Has relevent experience,Masters,STEM,14,50-99,4,19,1
21829,city_102,Has relevent experience,High School,,>20,50-99,1,110,0
8034,city_114,Has relevent experience,Graduate,STEM,>20,,1,57,0
23648,city_103,No relevent experience,,,<1,,never,21,0
444,city_160,Has relevent experience,Graduate,STEM,12,100-500,1,30,0
29072,city_114,Has relevent experience,Graduate,STEM,10,50-99,1,58,0
13070,city_103,No relevent experience,Graduate,STEM,>20,50-99,>4,104,0
33031,city_114,No relevent experience,High School,,5,,1,61,0
28124,city_21,Has relevent experience,Graduate,STEM,>20,10-49,never,14,1
17404,city_16,Has relevent experience,Masters,STEM,15,50-99,1,124,0
9543,city_30,Has relevent experience,Graduate,STEM,8,100-500,>4,17,0
14882,city_173,Has relevent experience,Phd,STEM,>20,500-999,2,50,0
3159,city_103,Has relevent experience,Graduate,STEM,>20,100-500,>4,48,1
5581,city_103,Has relevent experience,Graduate,STEM,13,500-999,>4,56,0
25631,city_128,No relevent experience,Graduate,STEM,2,50-99,1,232,0
18806,city_136,Has relevent experience,Masters,STEM,5,50-99,,150,0
18382,city_21,No relevent experience,Graduate,STEM,5,10000+,1,31,0
21251,city_103,Has relevent experience,Graduate,STEM,>20,,1,88,1
1529,city_123,Has relevent experience,Graduate,STEM,10,100-500,>4,18,0
12844,city_103,No relevent experience,Graduate,STEM,6,<10,>4,10,0
22704,city_93,Has relevent experience,Graduate,STEM,2,<10,1,39,0
30638,city_16,No relevent experience,Primary School,,7,,never,106,0
2977,city_114,Has relevent experience,Masters,STEM,>20,10-49,>4,214,0
14262,city_103,Has relevent experience,Graduate,STEM,>20,100-500,2,4,0
20738,city_136,Has relevent experience,Graduate,STEM,7,100-500,1,46,0
29861,city_142,Has relevent experience,Graduate,STEM,9,,2,55,0
13756,city_103,Has relevent experience,Graduate,STEM,1,,1,20,1
2387,city_67,Has relevent experience,Graduate,STEM,14,50-99,2,27,0
10846,city_50,Has relevent experience,Masters,STEM,14,500-999,1,76,0
23394,city_73,No relevent experience,High School,,1,,1,57,1
15249,city_149,No relevent experience,Graduate,Other,3,50-99,1,34,0
17820,city_114,No relevent experience,Graduate,STEM,11,10-49,2,33,1
32600,city_136,Has relevent experience,Masters,STEM,10,10-49,2,23,0
10314,city_103,No relevent experience,Graduate,STEM,2,100-500,2,106,0
15346,city_103,Has relevent experience,Graduate,STEM,>20,,1,86,1
9663,city_74,Has relevent experience,Graduate,STEM,1,10-49,1,47,0
22851,city_103,Has relevent experience,Masters,STEM,14,10000+,1,56,0
18839,city_104,Has relevent experience,High School,,7,50-99,>4,146,0
25997,city_103,Has relevent experience,Graduate,Humanities,5,10000+,1,72,0
7799,city_80,Has relevent experience,,,5,10000+,>4,35,0
13017,city_41,Has relevent experience,Graduate,STEM,17,100-500,1,30,0
22750,city_21,No relevent experience,Graduate,STEM,3,50-99,1,150,1
22784,city_50,Has relevent experience,Graduate,STEM,8,<10,2,32,0
18713,city_114,No relevent experience,Masters,STEM,<1,50-99,1,23,0
15404,city_102,Has relevent experience,Masters,Humanities,1,50-99,never,4,0
17054,city_103,Has relevent experience,Graduate,STEM,20,10000+,>4,40,0
22018,city_91,Has relevent experience,Graduate,STEM,6,,1,60,1
21836,city_21,No relevent experience,Graduate,STEM,2,,never,13,0
11417,city_21,No relevent experience,Masters,STEM,<1,100-500,>4,20,0
22498,city_104,Has relevent experience,Graduate,STEM,15,<10,1,10,0
6957,city_114,No relevent experience,High School,,15,,>4,60,0
19258,city_99,Has relevent experience,Graduate,STEM,9,<10,1,5,0
16321,city_21,Has relevent experience,Graduate,Other,3,500-999,1,134,0
12977,city_16,No relevent experience,Masters,Humanities,3,1000-4999,1,148,0
25189,city_114,Has relevent experience,Graduate,STEM,19,10-49,4,70,0
10673,city_159,Has relevent experience,Graduate,STEM,13,<10,4,44,1
8144,city_114,Has relevent experience,Graduate,STEM,9,10-49,,51,0
20517,city_71,Has relevent experience,Graduate,Humanities,7,100-500,3,37,0
26823,city_103,Has relevent experience,Graduate,STEM,>20,,4,32,1
29855,city_91,No relevent experience,Graduate,STEM,11,,4,4,0
25271,city_21,Has relevent experience,Graduate,STEM,3,50-99,1,21,0
1721,city_21,Has relevent experience,Graduate,STEM,3,500-999,1,80,1
4421,city_103,Has relevent experience,Masters,STEM,11,<10,1,28,0
16792,city_114,Has relevent experience,Masters,STEM,5,10000+,1,41,0
3224,city_67,Has relevent experience,Graduate,STEM,4,50-99,3,158,0
21931,city_16,Has relevent experience,Graduate,STEM,>20,50-99,1,84,0
23278,city_90,Has relevent experience,Masters,STEM,14,<10,4,28,0
22553,city_21,Has relevent experience,Graduate,STEM,5,50-99,1,135,1
25467,city_103,No relevent experience,Masters,STEM,10,50-99,4,56,0
2543,city_16,Has relevent experience,Graduate,STEM,>20,100-500,2,12,0
23890,city_103,Has relevent experience,Graduate,STEM,9,500-999,2,112,0
17151,city_21,No relevent experience,Graduate,STEM,>20,,2,87,0
15335,city_103,Has relevent experience,High School,,>20,,>4,102,0
22377,city_103,Has relevent experience,Masters,STEM,>20,,>4,136,0
14488,city_21,Has relevent experience,Masters,STEM,5,50-99,1,34,0
3618,city_160,No relevent experience,Graduate,STEM,5,,1,90,0
31495,city_165,No relevent experience,Graduate,STEM,5,,1,38,0
17330,city_90,Has relevent experience,Masters,STEM,15,,1,19,1
4820,city_16,No relevent experience,Phd,STEM,8,,1,20,0
11750,city_11,Has relevent experience,Graduate,STEM,17,1000-4999,4,13,1
8158,city_67,Has relevent experience,Graduate,STEM,11,,1,192,0
23375,city_21,No relevent experience,High School,,4,,never,78,1
32148,city_103,Has relevent experience,Masters,Arts,>20,1000-4999,>4,51,0
1557,city_103,Has relevent experience,Graduate,STEM,4,10000+,1,31,0
26384,city_83,Has relevent experience,Graduate,STEM,5,5000-9999,1,54,0
22811,city_21,Has relevent experience,Graduate,STEM,5,,4,56,0
